text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"Certainly. I have always acted in good faith. I will undoubtedly have made a mistake now and then; I admit that. But I have always gone all out. That applies to private equity as well. I think the entire House agrees with me that we want to tackle the profiteers, the people dipping their fingers into the healthcare coffers. And that is what we are going to do. We are going to do this with the Act on the Ethical Operation of Healthcare Institutions and Youth Institutions. For everything I have said, I have always sought evidence. I think I have achieved a great deal by removing those components from market forces and through the agreements we are going to make. I have done my utmost to realize my ideals. Does this mean that I will succeed at everything? No, of course not. I also sat in on all those legislative processes for many years and, regardless of the image you have, I was also very constructive regarding legislation.",1,169,29.48,14.6,75.34,66.85,12.07,18.34,92.9,73.37,63.91,20.12,13.02,9.47,2.37,0.59,0,0.59,7.1,15.38,5.92,0,14.2,11.24,5.33,5.92,1.18,18.93,3.55,2.96,4.14,2.37,1.18,0.59,24.26,4.73,11.24,3.55,1.78,1.18,0,2.96,1.78,0,4.14,3.55,0.59,0.59,0.59,0,0,0,0,0,7.1,2.96,0,0.59,0,1.18,0.59,4.14,0,0,0,0,1.18,1.18,0,0,5.33,0,0.59,2.96,1.78,0.59,0.59,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,1.18,0,0,10.06,5.33,0.59,1.18,2.96,0.59,0,0,4.14,4.73,4.14,4.73,0,0,0,0,0,11.83,7.69,2.96,0.59,0,0,0.59,0
"The documents we received from the Ministry of the Interior are crystal clear. There is no way to dispute them. Impossible, undesirable, undemocratic. If the Minister for Asylum and Migration says that her best legal experts have also reviewed them, but that they have been completely redacted, then that is truly remarkable. The House should say: we want those documents too, and not in the way we have received them now, namely page after page redacted. Otherwise, there is only one story, and that is the story we have from the Ministry of the Interior. That is that this is absolutely unacceptable.",1,102,10.19,73.71,12.44,10.51,14.57,23.53,87.25,73.53,65.69,16.67,8.82,0,3.92,0,0.98,3.92,7.84,18.63,8.82,0.98,7.84,12.75,9.8,8.82,1.96,15.69,5.88,0.98,7.84,3.92,1.96,2.94,25.49,1.96,10.78,0.98,0,1.96,0.98,2.94,4.9,0,2.94,0.98,1.96,0,0,0,0,0,0,0,14.71,5.88,0,0,0.98,0.98,3.92,8.82,0,0,0.98,0,0,0,0,0,1.96,0,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0.98,1.96,0,0,0,0,0,0.98,5.88,5.88,0,0,5.88,0,0,0,2.94,3.92,8.82,0,0.98,0,0.98,0,0,15.69,6.86,7.84,0,0,0,0.98,0
"That is really too easy for me. The PVV says ""we had to give money to Ukraine,"" but a gigantic sum is being given to it: 7.3 billion euros, more than the entire social welfare system. You would expect a cabinet led by the PVV—for you are also opposed to that support, or you are critical of it, just like us—to at least keep it within limits and not spend such a gigantic amount on it. Didn't you allow yourself to be completely outmaneuvered at that table?",1,89,52.52,77.75,3.15,55.18,22.25,13.48,92.13,82.02,64.04,16.85,8.99,1.12,2.25,5.62,0,0,7.87,13.48,6.74,2.25,17.98,10.11,5.62,5.62,2.25,16.85,7.87,11.24,5.62,2.25,0,3.37,20.22,0,11.24,0,2.25,1.12,1.12,2.25,5.62,0,4.49,3.37,1.12,0,0,0,0,0,0,0,14.61,5.62,1.12,0,1.12,0,1.12,7.87,0,0,0,0,1.12,1.12,0,0,3.37,0,0,0,3.37,0,0,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0,5.62,2.25,0,0,2.25,0,0,0,0,5.62,6.74,1.12,0,0,0,0,0,14.61,4.49,4.49,1.12,0,1.12,3.37,0
"These administrators are unleashing a revolution. They are my healthcare heroes. They were asked the question — as you can also see in the broadcast — whether they, like Ms. Agema, thought that administrative time would be halved due to AI. That is untrue. That question was put to them. As a result, they were misled. You could see in the coalition program that, following artificial intelligence, there is a huge list of measures we are taking to halve administrative time. So that was truly unjustified.",1,84,23.27,97.11,12.96,20.23,10.5,21.43,90.48,70.24,57.14,17.86,10.71,1.19,1.19,2.38,0,5.95,7.14,15.48,7.14,0,10.71,15.48,4.76,5.95,0,23.81,4.76,1.19,7.14,2.38,0,4.76,28.57,0,13.1,3.57,2.38,3.57,2.38,1.19,1.19,0,2.38,1.19,1.19,0,0,0,0,0,0,0,19.05,9.52,1.19,1.19,0,2.38,3.57,13.1,0,0,1.19,0,5.95,2.38,0,3.57,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,5.95,8.33,0,1.19,4.76,2.38,0,0,3.57,5.95,7.14,0,0,0,0,0,0,16.67,10.71,5.95,0,0,0,0,0
"The motion on document no. 992, which is also from the PVV, concerns the sniffer dogs. You spoke of sixteen motions, Chair, but I have fifteen.",1,26,64.84,7.93,57.98,,8.67,23.08,76.92,65.38,61.54,11.54,7.69,3.85,0,3.85,0,0,3.85,23.08,11.54,11.54,11.54,7.69,3.85,7.69,3.85,11.54,0,7.69,0,0,0,0,19.23,3.85,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,7.69,3.85,0,0,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,7.69,0,0,0,0,0,3.85,3.85,0,0,0,0,0,0,26.92,11.54,15.38,0,0,0,0,0
"… and as hateful. Those kinds of words are all being used. We say that this is a very unfair narrative: if people are crossing all those safe countries, we shouldn't act as if the Netherlands is the world's saving angel. That is simply not true. People are making a deliberate attempt to reach the Netherlands — the worst part is that this isn't being slowed down either, so people take that little boat across the Mediterranean — even though they already had safety. It is therefore not at all strange that politicians in the Netherlands say: no, sorry, you should have stayed in the first European country where you were taken under protection. Look, if we all undermine that rule, it’s the end of the line.",1,124,18.83,35.45,69.74,3.07,17.71,15.32,91.94,76.61,62.1,14.52,4.84,0,2.42,1.61,0,0.81,9.68,22.58,8.87,0.81,8.87,13.71,6.45,7.26,4.03,21.77,7.26,5.65,4.84,2.42,0,2.42,29.84,4.03,13.71,0.81,1.61,1.61,2.42,0.81,8.06,0,5.65,1.61,4.03,0.81,0,0.81,0,0.81,0,0,13.71,5.65,0.81,0,0.81,1.61,2.42,7.26,0,0,0,0,1.61,0.81,0.81,0,1.61,0,0,0,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,3.23,0.81,8.06,11.29,0.81,2.42,8.87,0.81,0,0,2.42,5.65,8.06,0,0,0,0,0,0,17.74,8.06,4.84,0,0,3.23,1.61,0
"The Cabinet believes that the parties must abide by the ceasefire, which was reached under great pressure. That is the Cabinet's position.",1,22,89.52,17.46,95.15,99,11,36.36,81.82,63.64,54.55,13.64,0,0,0,0,0,0,13.64,27.27,18.18,0,9.09,13.64,0,0,0,18.18,4.55,0,9.09,4.55,0,4.55,27.27,0,13.64,4.55,0,4.55,0,0,4.55,0,9.09,9.09,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,4.55,13.64,0,4.55,13.64,0,0,0,4.55,9.09,9.09,0,0,0,0,0,0,18.18,9.09,4.55,0,0,4.55,0,0
"Thank you for that, but the problem with migration is precisely that it happens to us. It has been happening to us for twenty years. So you actually need those goals to get the entire apparatus on board with the objective that migration must decrease. By that, I mean not just the civil servants, but also the COA, the IND, and the entire chain. The objective is that migration must decrease. You see this in countries that are successful in migration policy, in slowing down migration. They have all set very clear targets and know what they are doing. Those organizations are completely permeated with this: that is how we will bring it down. Otherwise, it remains just patching things up and muddling through, and above all: sink or swim. We really need to get rid of that.",1,138,27.02,76.75,17.84,41.62,13.8,20.29,85.51,80.43,65.94,20.29,7.25,0.72,2.9,2.17,0,1.45,13.04,16.67,5.8,0.72,14.49,9.42,7.25,7.25,0.72,18.12,3.62,5.8,5.07,2.9,1.45,0.72,21.74,1.45,12.32,2.17,0.72,2.9,0.72,2.9,3.62,0,2.9,2.17,0.72,0,0,0,0,0,0,0,7.97,1.45,0.72,0.72,0,0,0.72,6.52,0,0,0,0,0.72,0.72,0,0,0.72,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,2.9,0,1.45,0,0,0,1.45,0,0,7.25,8.7,0,2.17,5.8,0.72,0,0,1.45,0.72,5.8,0.72,0,0,0,0,0,14.49,7.25,5.8,0,0,0,1.45,0
"We would like to see an availability fund established to help hospitals in trouble. It must meet a great many strict conditions. It is not a case of handing over a pot of money and letting the hospital do as it pleases. With that fund, we want to ensure continuity for hospital care …",1,53,93.83,62.44,1,99,13.25,20.75,84.91,67.92,52.83,11.32,3.77,0,3.77,0,0,0,7.55,13.21,9.43,0,18.87,7.55,0,3.77,1.89,18.87,5.66,1.89,7.55,5.66,0,1.89,15.09,0,11.32,0,0,7.55,0,0,1.89,0,15.09,13.21,1.89,5.66,5.66,0,0,0,0,0,9.43,5.66,3.77,0,0,0,0,3.77,0,0,0,0,0,0,0,0,5.66,0,0,0,5.66,0,5.66,5.66,5.66,0,0,0,0,0,0,1.89,1.89,0,0,0,0,0,1.89,0,7.55,7.55,1.89,0,3.77,1.89,0,0,0,0,3.77,0,0,0,0,0,0,13.21,11.32,1.89,0,0,0,0,0
"I am quite willing to send a letter. I am trying to do so before the May recess. But I can already lift a corner of the veil: it is going with difficulty. That applies, incidentally, to all the discussions we are currently holding. Mr. Chairman, I will continue. I have one more question from Mr. Stoffer regarding my introduction. Cuts are being made, and it is difficult for provinces to keep up. How am I going to implement the tasks set out in the Framework Agreement? How am I going to improve the accessibility of rural areas and strengthen bus transport between village centers? The reduction in the BDU is truly an incredibly high priority for me. We have already discussed this regularly with the House. I am also working—as I just indicated during the two-minute debate—to ensure, with a view to the Spring Memorandum, that the funding for public transport is cut back as little as possible. We are discussing this with the transport operators, the decentralized authorities, and within the Cabinet. In the letter I sent to the House, you could see that we asked for clarification regarding what this might entail. Naturally, we were all very shocked by this. That is something you do not want. I already stated in the last debate that I believe it could have disastrous consequences if we cannot rectify the developments surrounding the BDU. I still stand by those words. Now, I turn to the accessibility folder, Chair. First, the question from Mr. De Hoop of GroenLinks-Labour Party. Article 1 of the Constitution has been amended by the addition of discrimination on the grounds of disability. What am I going to do to ensure that it is more accessible by 2040? The ambition is to make public transport fully accessible to everyone by 2040. That ambition was also expressed by Mr. De Hoop. The Public Transport Accessibility Administrative Agreement makes a significant contribution to this ambition. I think it is also important to mention that we have been working on improving accessibility since 2006, including through ProRail’s Train Station Accessibility Program. Currently, over 90% of journeys are made to an accessible station, all NS Sprinters are equipped with low-floor access, and travel assistance is scheduled to be available at all train stations by 2025. So, we have been working on this for quite some time and have already achieved a great deal. I can also add the following. At one point during the first term, I was asked: what is being done and how are experts by experience being involved in this? Last Thursday, I had an administrative meeting with the NOVB, the National Public Transport Council. There, I once again drew attention to the accessibility of public transport. I also had contact with the State Secretary for Health, Welfare and Sport the day before. We asked the sector to share good experiences with one another and to include experts by experience in this process. The response from the administrative meeting was very positive. A number of examples were also presented. Provinces came up with ideas regarding national cooperation on travel assistance. This theme is already being addressed in a special working group within the NOVB. The province of South Holland has dual-mode ramps for wheelchairs, which can be unfolded both mechanically and manually. Another example was that information displays in buses are positioned so that they are visible even when seated in a wheelchair facing backwards rather than forwards. The Amsterdam Transport Region collaborates with the Cliëntenbelang foundation, which is also actively involved in the design and procurement of bus and tram stops. NS also cited the practical example that lift malfunctions will be included in the journey planner, so that these can be taken into account when planning a trip. As far as I am concerned, these are all excellent examples being exchanged. This gives me confidence that we all indeed view accessibility as a top priority, including within the sector, and that we are working daily to improve it even further. I therefore believe these are positive developments.",1,683,64.76,38.36,38.73,44.34,15.18,27.82,82.87,67.94,57.25,12.15,5.86,3.81,1.61,0.29,0,0.15,6.3,15.37,8.49,1.76,15.08,10.69,6.44,5.56,0.29,16.69,5.27,3.37,6,2.2,2.78,1.32,21.23,1.02,8.05,2.05,1.46,1.32,1.32,0.88,1.32,0,2.49,1.9,0.29,0.73,0.44,0,0,0,0,0,7.61,4.83,0.73,1.02,0.15,0,2.49,3.22,0,0,0,0.59,0.44,0.29,0,0.15,3.95,0.29,0.29,3.22,0.29,0,0.15,0.15,0,0,0,0,0,0,0,0,0.15,0.29,0,0.15,0,0,0.15,0,3.22,7.76,0.59,1.32,5.27,0.88,0,0,4.1,4.39,6.15,1.9,0,0,0,0,0,12.59,6.59,4.25,0.59,0,0.15,1.02,0
"I disagree with that. A political signal has been sent. I also understand that an opt-out is a long-term process, but I will continue to push for it because it strengthens the signal. The support has clearly been received. The message that we want a stricter European migration policy has also been well received. Things simply have to change; there is simply a different wind blowing in Europe. Again, I haven't been rejected; the message came across well, and there is a conversation, a discussion, going on within Europe because we are seriously considering this. Yes, of course there are countries that are somewhat less enthusiastic, but there are also countries that are following us very seriously in this matter. So I think the message has been received well. The discussion has been sparked, and that is always a good thing.",1,141,7.61,24.85,57.41,75.43,14.1,24.82,90.78,77.3,65.96,14.18,5.67,3.55,2.13,0,0,0,8.51,16.31,9.93,0,7.09,16.31,14.18,7.09,0.71,23.4,4.26,0.71,4.96,2.13,0,2.84,34.04,1.42,14.18,2.13,2.13,0.71,0.71,4.96,2.84,0,6.38,4.96,1.42,1.42,1.42,0,0,0,0,0,8.51,6.38,0.71,0,1.42,0,4.26,2.13,0,0,0,0,1.42,0.71,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0.71,2.13,0,0,0,0.71,0,0,2.13,7.8,0,2.13,5.67,0,0,0,3.55,7.8,9.93,2.84,0.71,0,0.71,0,0,16.31,7.09,5.67,0,0,0.71,2.84,0
"I am not screaming. I am holding you accountable for your own words. Everything you just said was explained, in whole or in part, during the hearings with the ministers when they were still candidates. It was placed in context there, including the examples you just mentioned, such as Ms. Klever speaking about the diseases you mention and the coronavirus that was prevalent at the time. I am not going to repeat all of that. But it is very reprehensible that you and your party are calling our people to account for something, while we say: ""We shouldn't have done it that way and we didn't mean that context."" We will discuss our major concerns regarding the effects on the Netherlands — and this is, once again, shared by millions of people — of immigration and asylum. That is what we will discuss, and not that terrible theory anymore. No one, not a single PVV member in the House of Representatives, in the cabinet, or in the Netherlands, has any affinity with racist Nazi theories. Here in this House, we are just about the greatest friend of the Jewish people and the State of Israel. How dare you pin that on us? But the worst part is that the very moment we have said something about this, for political reasons — and purely and solely for political reasons — you keep the knife on the table and say to those people: ""You are no good."" By doing so, you are doing those people an injustice. By doing so, you are destroying families. You are destroying those people completely, because you are simply saying: ""There are half-Nazis in the room; there are racists in the room."" That is what you are saying! If you are a man, then you will submit motions of no confidence right now, and we are going to vote on them *now*, Mr. Chairman, because I cannot leave that hanging over the House and over the table. You call none of us that, or you are going to attach political consequences to that *now*! The fact that you are doing this while people have retracted statements and said they will not make those statements again means that you are a politician who is not worth a dime. I stand up for our government ministers with pride.",1,385,16.61,96.84,42.95,14.54,19.25,16.88,92.73,73.25,65.97,19.74,11.17,1.3,3.38,5.45,0,0.78,8.57,16.62,7.27,0.52,12.21,11.43,7.01,7.27,3.38,16.36,2.6,2.08,8.83,4.68,0.52,3.64,25.19,1.82,9.87,2.34,2.08,0.52,1.82,1.56,3.9,0,3.64,1.56,2.08,1.04,0.78,0.26,0,0,0,0,19.74,6.23,0,0.78,0,1.04,3.64,13.77,0.26,0.26,0.26,0.52,3.64,2.86,0.78,0,2.6,0.26,1.04,0.52,0.78,0.26,0.52,0.52,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,6.49,6.49,0,0.52,5.71,0,0.26,0,3.9,3.12,7.79,2.6,0,0,0,0,0,15.84,4.94,5.71,0.26,0.52,0.52,3.9,0
"Well, I'm absolutely flabbergasted! I referred to the IPCC report. The Minister is now dismissing that with: well, that's just a little report... We've been discussing that the whole time in the House, that institute and that report. That is what we referred to. And those authors themselves say, on the page numbers I mentioned — I can read out the quotes — that this is the case, that there is no trend towards more hurricanes, that there is no more drought. They say that themselves. That is the main report that everyone has always referred to. In addition, there are many other scientists who say the same thing, for example, the 2,000 scientists who signed that climate declaration, including Nobel laureates. And I could go on like this for a while. I also showed an article based on satellite data. This Minister now says, ""no, I am not going to doubt it, *the* science says that this is the case,"" but it simply isn't. It *is* not the case. Is it not then very irresponsible — and that is now my question to the Minister, through you, Chair — for a Minister to say, ""I am not going to think about it, I know exactly how things stand, I have no doubts""? Surely that is not an attitude?",1,215,14.19,6.54,60.15,26.3,14.33,17.21,91.16,77.67,67.44,22.79,8.84,5.12,0.93,0.47,0,1.4,13.95,22.79,8.84,0.47,10.23,10.7,7.91,3.72,4.65,19.07,3.72,3.26,4.19,0.93,0.47,2.79,28.84,2.79,12.56,3.26,0.93,0.93,1.4,1.86,4.19,0,1.4,0.93,0.47,0,0,0,0,0,0,0,10.7,6.51,0,0,0,0.47,4.65,4.19,0,0,0,0,0,0,0,0,4.19,0,0.47,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,1.4,6.05,4.65,0,0.47,4.19,0.47,0,0,3.26,2.79,11.16,1.86,0.47,0,0.47,0,0,23.26,6.51,9.3,0.93,0.47,1.86,4.19,0
"For some subjects, yes, and for others, no. In Hamburg, you have HafenCity. There is a container terminal there. There is constant noise from containers, trains, cranes, and who knows what else. But people live there too. They have signed a contract agreeing to accept this and stating that they will not litigate. They have a magnificent view of the harbor. A water person like me loves that. So do those people. Why couldn't what is possible in Hamburg be possible here too? Why don't we arrange it the same way here? That does require us to look at things differently. We have made air quality part of the Environment and Planning Act. In other countries, they have done it differently. The standards still apply, but you can agree among yourselves to temporarily remove them from the environmental impact assessment. That standard still remains in place, because the importance of clean air lies behind it, but you aren't going to arrange that in an afternoon. I am really looking in all sorts of ways to see if I can organize this differently. But if I don't have your support, I simply won't succeed.",1,193,14.41,31.37,85.02,60.96,10.72,20.73,88.08,74.61,64.25,17.62,9.84,2.59,1.55,2.59,0,2.59,7.77,12.44,5.7,0,11.92,10.88,9.84,6.22,3.63,16.58,4.66,1.55,2.59,1.55,1.04,0,25.91,1.55,17.62,1.55,2.59,1.55,2.59,1.04,8.29,0,3.63,3.11,0.52,0.52,0.52,0,0,0,0,0,11.4,2.59,0.52,0,0,0,0.52,8.81,0,0,0,0,0,0,0,0,1.04,0,0,1.04,0,0,0.52,0,0,0,0,0,0,0,0,0.52,0,0.52,1.04,0,0,0.52,0,0,9.84,13.99,0.52,0,11.4,2.07,0.52,0,1.55,1.04,6.74,2.59,1.04,0,1.04,0,0,18.13,8.29,6.22,1.04,0,2.59,0,0
"Listen. What tremendous arrogance it is that you accuse me of having no moral compass! That does not do you credit. That is arrogant. And I do not accept that from you either. My moral compass… I am no less or more than you. It is truly very wrong merely to suggest this. Once again, there was the little interruption debate earlier: it has been politicized and the minister is allowed to do that. There are rules—a colleague already referred to them—stating: if a minister decides not to sign an application for such a medal, then it goes to the Council of Ministers. That rule would not have existed if the legislator—it concerned rules of procedure at the time—had not provided for it. But it was also an issue earlier, even back in the day. I looked it up again. It concerns the CDA/VVD Van Agt I cabinet, the cabinet of which your kindred spirits were a part, as you know. I have a document in front of me about Nazi hunter Simon Wiesenthal. People might still remember that. He was to receive an award in the Netherlands in 1978. That was refused at the time by CDA/ARP Minister Job de Ruiter, because they felt there was too much criticism from Wiesenthal regarding how the Menten case had been handled. Six months later, in March 1979, he received that award after all. So it is politicized. The colleague from Forum for Democracy said it rightly, I think: the fact that you entrust that authority to a minister makes it political. In the past, too, it has been rejected and politicized for very different reasons and also by CDA ministers. If you don't want that, then you shouldn't leave it to politics. So it is not amoral. It is just how the system works.",1,309,23.22,26.05,50.02,10.58,12.36,19.09,89.64,71.2,61.81,16.83,7.12,2.91,0,2.91,0.65,0.65,9.71,15.21,7.77,1.29,11,10.68,7.77,6.47,3.24,15.53,4.21,3.56,8.09,1.29,1.29,5.5,25.89,0.97,11.97,2.59,1.94,0.97,1.62,0.97,5.18,0.32,4.53,1.62,2.59,0.32,0,0,0,0,0,0,12.3,6.47,0,0.32,1.29,2.27,1.29,5.83,0,0,0,0.65,2.91,2.91,0,0,2.59,0,0,2.27,0.32,0,0,0,0,0,0,0,0,0,0,0,0.32,0.97,0,0,0,0.97,0,0.97,3.56,5.83,1.29,0.65,3.56,0.97,0.32,0.32,4.85,7.12,5.5,0.32,0,0,0,0,0,14.89,8.41,3.88,0,0.32,0.65,1.62,0
"I wasn't finished yet. Excuse me, Prime Minister. Who is going to pay for that? I can fill that in: everyone is going to pay for it, not the wealthy. That is a political choice. There is nothing pragmatic about it. It is a deeply ideological choice to make people pay for it again, through VAT increases, through austerity measures, and through the rising national debt. Once again, the people with the largest fortunes, Box 3 — it is the very highest incomes and the very highest assets that are taxed there — get off lightly. No, it is once again not levied on the people who have assets. Where is it being taken from? From ordinary people. ""Passionate pragmatism"" is the preservation of the status quo. It is pure, deeply neoliberal to act as if neoliberalism is bankrupt and no longer exists. In all your statements to date — I have just mentioned two — you are deeply, deeply neoliberal. Now, however, a kind of veneer is being applied as if you were an outside prime minister, non-partisan. I would very much like a slightly deeper analysis from this Prime Minister than ""passionate pragmatism"". What is your view of humanity? What are your values? What will you be working on with this country in the coming years?",1,214,40.82,45.59,47.36,40.83,11.26,20.56,88.32,69.63,60.75,14.02,5.61,1.87,0,2.8,0,0,8.41,14.49,7.01,1.87,14.49,12.15,7.94,4.21,2.8,15.42,6.54,4.21,2.8,0,0.93,1.87,22.9,2.34,7.01,1.4,0.47,1.4,1.4,0,3.74,0,1.4,1.4,0,0,0,0,0,0,0,0,8.41,1.4,0,0.93,0,0,0.47,6.54,0,0,0,0,3.27,3.27,0,0,5.61,0,0,1.4,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0.47,0,0.47,0,0,6.54,7.94,0,0.93,6.54,0.47,0,0.47,4.67,1.87,8.41,2.34,0,0,0,0,0,18.22,6.54,6.07,2.34,0,0.47,2.8,0
"I was waiting for the bridge, but this was the bridge the SP was going to build. It is not without reason that our parliamentary group leader, Dilan Yeşilgöz, indicated during last week's debate: let us start working on the emergency bill in parallel, alongside drafting that emergency bill, because there is a risk that the emergency bill will not make it. Our ministers also wrote this in previous letters when they were still ministers. There is a risk. Suppose the emergency bill fails — we are not aiming for that, but suppose it happens — then we want to prevent losing time. That is the route we indicated last week, and nothing has changed regarding that.",1,115,25.57,60.74,74.45,11.39,19.17,22.61,88.7,66.96,53.91,16.52,6.96,0.87,5.22,0,0,0.87,9.57,16.52,7.83,0,7.83,9.57,5.22,6.09,3.48,20.87,0.87,1.74,12.17,5.22,3.48,3.48,33.04,0.87,13.04,0.87,3.48,0.87,1.74,0,5.22,0,0.87,0,0.87,0,0,0,0,0,0,0,10.43,2.61,0,0.87,0,0,1.74,7.83,0,0,0,0,0.87,0.87,0,0,1.74,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,3.48,0.87,0,0,0,0,0,3.48,0,3.48,6.96,1.74,0,5.22,0,0,0,10.43,6.09,6.09,2.61,0,0,0,0,0,13.04,5.22,6.09,0,0,0.87,0.87,0
"The last point. This cabinet is fully committed to return. That is truly our priority, and not the remigration of people who are integrated into Dutch society.",1,27,33.38,80.61,77.17,,9,22.22,85.19,59.26,59.26,14.81,7.41,0,3.7,0,0,0,7.41,18.52,7.41,0,11.11,11.11,7.41,3.7,3.7,11.11,0,0,7.41,3.7,3.7,0,29.63,0,14.81,0,0,0,0,7.41,7.41,0,0,0,0,0,0,0,0,0,0,0,14.81,0,0,0,0,0,0,14.81,0,0,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,3.7,7.41,0,3.7,7.41,0,0,0,3.7,0,11.11,0,0,0,0,0,0,14.81,11.11,3.7,0,0,0,0,0
That is also completely untrue. We want to tackle asylum. Asylum seekers cost more and stay longer than labor migrants. But we also want to tackle labor migration. Of course we also want to tackle labor migration. We also want to tackle student migration. Name one migration that we do not want to tackle. I challenge you.,1,57,15.72,98.27,8.42,46.76,7.13,15.79,89.47,73.68,49.12,15.79,12.28,1.75,8.77,1.75,0,0,3.51,7.02,0,1.75,12.28,3.51,8.77,12.28,1.75,22.81,5.26,7.02,10.53,8.77,1.75,0,22.81,0,21.05,0,0,8.77,0,5.26,5.26,0,1.75,1.75,0,0,0,0,0,0,0,0,14.04,0,0,0,0,0,0,14.04,0,0,0,0,1.75,0,1.75,0,8.77,0,0,7.02,1.75,0,0,0,0,0,0,0,0,0,0,0,8.77,0,0,0,0,0,0,0,3.51,14.04,1.75,8.77,3.51,0,0,0,0,0,1.75,0,0,0,0,0,0,14.04,14.04,0,0,0,0,0,0
"Ms. Kamminga says very convincingly: if it cannot be done within the EU, where can it? Well, it turns out it cannot be done within the EU either, because France is supplying those weapons. Those weapons end up in Sudan and God knows what other conflict zones. Because those weapons are exported to places where there is war, and therefore also to Sudan. So that goes via France. There is ample evidence that this is happening, and yet Ms. Kamminga says: go ahead and join that treaty, do not wait, do it as soon as possible. And that while she knows that these weapons end up there. How important does the VVD still consider the arms export criteria then?",1,119,3.6,15.6,95.94,31.82,14.88,15.97,86.55,74.79,63.03,14.29,0.84,0,0,0,0.84,0,13.45,13.45,3.36,0,10.08,12.61,11.76,12.61,2.52,21.85,4.2,0.84,1.68,0.84,0,0.84,27.73,0,15.13,5.88,2.52,3.36,2.52,0,5.04,0,4.2,2.52,1.68,0,0,0,0,0,0,0,5.88,5.04,0,1.68,0.84,0,1.68,2.52,0,0,2.52,0,0.84,0.84,0,0,1.68,0,0,0.84,0,0.84,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,3.36,13.45,0,2.52,11.76,0,0,0,6.72,1.68,12.61,1.68,0,0,0,0,0,15.97,6.72,5.88,1.68,0,0,1.68,0
"At the moment, no deliveries are taking place, so… No deliveries are being made, so there is no question of human rights violations occurring with Dutch equipment. And what is happening in the Middle East is terrible. That is truly terrible. We are also pushing for a very quick ceasefire. The diplomatic effort is focused on that, because absolutely no one wants this. There simply aren't any… No weapons are being delivered to Israel. Human rights violations are also taken into account in the considerations for the permits, but there are no permits involved at the moment.",1,97,19.64,9.05,38.39,4.31,10.78,23.71,91.75,72.16,59.79,6.19,1.03,0,1.03,0,0,0,5.15,16.49,7.22,0,11.34,14.43,11.34,7.22,7.22,20.62,6.19,0,5.15,1.03,1.03,3.09,36.08,7.22,12.37,1.03,4.12,1.03,2.06,3.09,2.06,0,2.06,0,2.06,2.06,0,2.06,0,0,0,0,9.28,8.25,0,1.03,0,4.12,1.03,1.03,0,0,0,0,5.15,4.12,1.03,0,2.06,0,0,2.06,1.03,0,0,0,0,0,0,0,0,0,0,0,1.03,5.15,0,0,0,0,0,0,6.19,11.34,1.03,1.03,9.28,0,0,0,4.12,2.06,13.4,1.03,1.03,0,1.03,0,0,19.59,13.4,5.15,0,0,1.03,0,0
