text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"Chair. I would prefer a regular debate rather than an interpellation debate. However, I will not withhold support based on the format. The subject is too important for that, as the Israeli government must be held accountable. Therefore, I support the request.",1,42,63.81,1,5.94,98.65,8.4,30.95,88.1,69.05,52.38,9.52,7.14,7.14,0,0,0,0,2.38,16.67,14.29,0,9.52,9.52,7.14,7.14,2.38,19.05,7.14,0,7.14,0,0,7.14,30.95,0,23.81,4.76,2.38,9.52,0,4.76,7.14,0,7.14,7.14,0,0,0,0,0,0,0,0,14.29,11.9,4.76,2.38,0,0,4.76,0,0,0,0,0,4.76,2.38,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,2.38,2.38,0,0,0,0,0,19.05,11.9,7.14,0,0,0,0,0
"What Mr Grinwis says is correct. He is essentially saying the following: the housing market is broader. Therefore, you should not look at just one law. Also look at taxation, including in Box 3. Your House is holding important debates on Box 3 with my State Secretary. I would like to propose including this in that discussion as well, because we are, of course, on the eve of a major reform in Box 3.",1,74,70.49,71.32,1.97,93.12,12.33,22.97,91.89,68.92,56.76,12.16,8.11,2.7,1.35,2.7,1.35,0,4.05,12.16,5.41,5.41,18.92,9.46,6.76,4.05,1.35,16.22,5.41,1.35,2.7,1.35,0,1.35,20.27,0,10.81,1.35,1.35,4.05,0,2.7,1.35,0,5.41,5.41,0,2.7,2.7,0,0,0,0,0,13.51,8.11,0,1.35,0,0,5.41,6.76,0,0,0,2.7,1.35,1.35,0,0,8.11,0,2.7,2.7,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,8.11,2.7,0,5.41,2.7,0,0,1.35,0,8.11,1.35,0,0,0,0,0,16.22,8.11,6.76,0,0,0,1.35,0
"The suffering in the Gaza Strip does not escape me either; the suffering of the inhabitants of Gaza, of the Gazans, of the Palestinians, and also the suffering of the Israeli hostages, who could be released by Hamas today or tomorrow if Hamas so wishes. I have now also expressed my condemnation here in the House regarding the withholding of humanitarian aid and electricity, because in my view it violates international humanitarian law. That condemnation therefore stands. At the same time, everything must now be focused on what is currently most promising. At this moment, extending the ceasefire is the most promising option. I am discussing this with various foreign colleagues, including those from Qatar, for example, and countries that clearly have ties with Hamas, as I also did in Ankara the day before yesterday.",1,135,66.04,6.97,81.03,1,22.5,27.41,87.41,68.89,60,11.11,5.19,4.44,0,0,0,0,5.93,17.78,10.37,0,15.56,8.15,7.41,9.63,0.74,11.85,6.67,2.96,4.44,0.74,0,3.7,23.7,0.74,9.63,0.74,0.74,2.22,2.22,0.74,5.19,0,6.67,1.48,5.19,2.22,0,2.22,0,0,0,0,7.41,5.93,2.22,0.74,0.74,1.48,0.74,2.22,0,0,0,0,2.22,0,1.48,0.74,1.48,0,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,0,0,0,0.74,0,5.93,8.15,0.74,0.74,5.93,0.74,0,0,8.15,1.48,5.93,2.96,0,0,0,0,0,13.33,4.44,8.15,0,0,0,0.74,0
"We are aware of such a report and such statements. For a description of the events in Amsterdam, I naturally refer to the factual account of the Municipality of Amsterdam and the response from the Minister of Justice and Security. Ms. Piri also already mentioned the letter from the Minister of the Interior and Kingdom Relations. We are studying to what extent there may be instances of unwanted foreign interference. If this is the case, we will act accordingly. We have not yet determined whether this is the case. Nor has any official advice been provided on this matter yet. In accordance with the letter from the Minister of the Interior, we do not currently see that specific intelligence has been shared. We have not yet been able to ascertain this. This is typically a subject that I would like to discuss further with the Israeli authorities.",1,147,66.65,48.14,11.72,51.68,14.7,27.89,88.44,69.39,63.27,10.88,5.44,1.36,4.08,0,0,0,5.44,18.37,11.56,0,14.29,11.56,6.12,5.44,2.72,13.61,4.08,0,10.2,4.76,0.68,4.76,23.81,0,12.93,1.36,0.68,3.4,4.76,0,4.08,0,3.4,2.72,0.68,2.04,1.36,0.68,0,0,0,0,12.24,6.8,0.68,0.68,0,0.68,3.4,5.44,0,0,0.68,0.68,2.72,2.04,0.68,0,2.04,0,0,2.04,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,2.04,5.44,0.68,0,4.08,0.68,0,0,4.08,4.08,5.44,1.36,0,0,0,0,0,9.52,7.48,2.04,0,0,0,0,0
"That is correct. In that sense, it is a pleasant coincidence that I was able to make these remarks here today in this debate on the budget of AZ and the Royal House, partly in response to Mr. Klaver's contribution. I also felt it was important to do so. However, I am not reviewing the views of an individual party leader. I am giving support to the mayors who deserve it and I am standing up for the right to demonstrate. That is also my duty as Prime Minister.",1,89,39.04,13.62,57.08,86.32,14.83,17.98,96.63,71.91,61.8,17.98,7.87,6.74,0,0,0,0,10.11,15.73,7.87,0,15.73,10.11,6.74,7.87,1.12,14.61,4.49,2.25,4.49,1.12,1.12,2.25,20.22,0,10.11,3.37,2.25,1.12,1.12,0,2.25,0,4.49,4.49,0,1.12,1.12,0,0,0,0,0,14.61,10.11,2.25,1.12,0,2.25,3.37,4.49,0,0,0,1.12,3.37,3.37,0,0,6.74,1.12,1.12,2.25,1.12,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,10.11,0,0,6.74,1.12,0,2.25,1.12,3.37,7.87,0,0,0,0,0,0,12.36,7.87,3.37,0,0,1.12,0,0
"My apologies. I share the view that there can be very different views of human nature, which are indeed represented in this coalition as well. Earlier this morning it was also stated that, as Prime Minister, I am the primus inter pares. This means that my view of human nature is not the guiding principle for the views of this cabinet. The guiding principle for the views of this cabinet is what is put forward by the four different parliamentary groups, or at least by the Framework Agreement. Together, we in the cabinet are trying to bridge this gap, drawing on undoubtedly many different backgrounds. I have also indicated—not here in your House, but at other times—that I consider it important, in my role as Prime Minister, to bring those different visions together and perhaps also to exercise a certain pragmatism in doing so. I intend to do this to ensure that we do not repeatedly get entangled in party-political discussions within the cabinet. I want us to look at where we can achieve results and where we can meet each other within the cabinet based on different perspectives, in order to take steps from there. We will be accountable for this in this House. We will do so transparently. You can see that in the Budget Memorandum and in the coalition programme.",1,225,51.7,37.5,72.01,54.76,18.75,22.22,90.67,71.56,60.44,16.89,8,4,3.11,0.89,0,0,8.89,17.78,6.22,0.44,16.44,8.44,6.22,5.78,1.33,14.67,6.67,1.33,8,5.78,0.89,1.33,19.11,0,13.33,1.78,1.33,2.67,0.89,0.89,5.78,0,2.22,2.22,0,0,0,0,0,0,0,0,11.11,4.89,2.22,0.44,0,0,0.89,6.67,0,0,0,0,3.11,3.11,0,0,2.22,0.44,0.89,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0.44,0.89,0,0,0,0,0,0,4,15.56,1.33,1.33,9.33,4,0,0,1.78,1.78,4.89,1.33,0,0,0,0,0,10.22,5.33,4.44,0,0,0,0.44,0
"This time indeed calls upon us to look at a great many points. That is also part of the subject of this debate. This has to do with European security, Ukrainian security, and Dutch security, but it also has to do with security guarantees, the peace negotiations, the peace agreement, and everything connected with them. At the same time, I think the following: we have always applied very strict criteria for accession to the European Union. We can examine whether the process can be accelerated. But if we abandon those criteria, we make things incredibly complicated for ourselves, also with regard to many other European countries. I admit: in a different context… But we are also holding many other talks with Ukraine to ensure that we can fulfill our responsibility towards Ukraine.",1,132,49.68,70.8,39.59,42.71,16.5,27.27,89.39,70.45,59.85,15.91,9.09,1.52,6.82,0,0,0.76,6.82,15.91,6.82,0,15.15,8.33,6.06,8.33,0,12.88,9.09,3.03,9.09,6.82,0.76,1.52,21.97,1.52,16.67,3.79,1.52,2.27,0.76,2.27,7.58,0,3.03,2.27,0.76,0,0,0,0,0,0,0,12.12,3.79,0,0.76,0,0,2.27,7.58,0,0,0,0,4.55,1.52,3.03,0,1.52,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0.76,0,0,3.03,0.76,4.55,6.06,2.27,0.76,3.03,0.76,0,0,2.27,0,4.55,3.03,0,0,0,0,0,15.91,7.58,6.82,0,0,0,1.52,0
"Mr. Vermeer had asked me a question about the refining route, but I believe it was just answered during an interruption. I am looking in Mr. Vermeer's direction for a moment. Yes. Then Mr. Grinwis asked me about the reservoir project... But Mr. Grinwis is not here at the moment. Mr. Flach is going to pass on the answer to him. Mr. Grinwis drew my attention to the Delta Programme 2021, a major energy storage project. I tell Mr. Grinwis that energy storage, as a form of flexibility, plays a very important role in our future energy system. Potentially, this project also offers a form of large-scale storage that can contribute to that flexibility. I am therefore prepared to map out the pros and cons in more detail together with the initiators, including a comparison with other flexibility applications. Mr. Chairman. Then I come to affordability.",1,146,88.55,36.13,82.59,40.28,12.17,26.03,82.88,58.22,50,10.27,6.85,5.48,0.68,0,0.68,0,3.42,15.75,10.27,0.68,15.07,4.79,5.48,4.79,0.68,10.96,3.42,1.37,2.05,1.37,0,0.68,20.55,0.68,10.96,3.42,0.68,0.68,1.37,0,3.42,0,1.37,1.37,0,0,0,0,0,0,0,0,14.38,11.64,0.68,5.48,0,0,4.11,8.22,0,0,0,6.16,0,0,0,0,4.79,0.68,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,8.22,0.68,1.37,6.16,0.68,0,0,4.79,4.11,3.42,4.11,0.68,0,0.68,0,0,20.55,15.07,4.11,0,0,0.68,0.68,0
"I would like to say to Mr. Timmermans that the assessment made by the Minister of the Interior and myself differs from that of the Minister for Asylum and Migration. In our assessment, we very explicitly took into account the interests of volunteers in this country, regardless of their location, and the importance of the decorations system. We ultimately managed to convince the Cabinet of this as well. These two factors led the Minister of the Interior and me to the conclusion quite quickly that we had to proceed differently and ensure that the five volunteers involved would receive their decorations. We are now awaiting the submission of the nominations from the Chapter. This is a broader assessment than the professional assessment made by the Minister of Asylum and Migration. Subsequently, I discussed this with the Minister of Asylum and Migration and with the Deputy Prime Ministers to ascertain that the Cabinet supports this. The Cabinet does support it. For me, that brought things full circle, because it ensured unity of Cabinet policy and allowed the decorations to be awarded. With that, the discussion was closed as far as I was concerned.",1,192,88.03,49.35,20.31,69.4,19.2,31.77,84.9,69.27,59.9,15.1,6.77,3.13,2.6,0,0,1.04,8.33,21.88,12.5,1.04,17.71,4.69,4.17,7.29,0,10.42,3.13,2.08,8.33,3.13,0.52,4.69,15.1,0,8.85,1.04,2.6,1.56,0.52,0,2.08,0,3.65,3.13,0,1.56,1.04,0,0,0,0,0,9.38,5.21,1.56,0.52,0,0,1.56,4.17,0,0,0,0.52,0.52,0.52,0,0,1.56,0,0,1.56,0.52,0,0,0,0,0,0,0,0,0,0,1.04,0,1.04,0,0.52,0,0.52,0,0.52,1.04,7.81,1.56,0.52,5.73,0,0,0,2.6,6.25,3.13,0,0,0,0,0,0,9.38,5.73,3.65,0,0,0,0,0
"There is an assumption in Mr. Dijk's question. That assumption is that the CDA would currently take all those cuts upon itself. Let me make one thing clear. I am not standing here to defend a compromise. What was bad is less bad. As far as we are concerned, that makes this Education Budget still strongly inadequate. What would I like to say to these organizations, whom I have actually already spoken to today? That they may expect from us that what we have done now will always remain our commitment, and that next year, during the budget discussions, we will again present constructive and sound, but also realistic, proposals to get those same cuts off the table.",1,118,10.58,65.06,59.84,5.94,14.75,16.1,94.07,77.12,63.56,22.03,9.32,3.39,4.24,0,0,0.85,12.71,16.1,4.24,0.85,11.02,11.86,8.47,5.08,0.85,16.95,8.47,3.39,7.63,5.08,0.85,2.54,28.81,1.69,11.86,2.54,1.69,2.54,3.39,0.85,2.54,0,4.24,0.85,2.54,2.54,0,1.69,0,0,0,0,12.71,6.78,0.85,0.85,0,0,3.39,6.78,0,0,0,0.85,0,0,0,0,3.39,0,0,1.69,1.69,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0.85,0,0,0,0,0,9.32,6.78,0,0,5.93,0,0.85,0,7.63,2.54,7.63,4.24,0,0,0,0,0,14.41,6.78,5.93,0.85,0,0.85,0,0
"Then there is the motion on document no. 22, also by Ms. Joseph, regarding the tightening of legal requirements for communication. I leave that to the judgment of the House. I must add, however, that the motion contains various observations and concerns regarding communication. I have already indicated that I am prepared to tighten the law regarding the unrealistically high expectations. Regarding a number of other points, I question whether that is desirable. But with this explanation, I can give the House my judgment on it. This means that I will address those specific points in the elaboration thereof. Then the motion on document no. 23 by Mr. Van Kent. That is a motion for speaking out, so I assume I do not need to give an opinion on that. The motion on document no. 24 by Mr. Ceder et al. challenges me to get to work quickly on the points I have mentioned and to bring them to the House. I can give the House my judgment on that.",1,170,72.12,2.18,74.6,28.06,11.33,22.35,87.06,66.47,57.06,15.88,8.82,8.24,0,0,0,0.59,7.06,20,10,1.76,14.71,6.47,3.53,5.29,2.35,12.35,2.94,1.76,2.35,0,1.18,1.18,20,1.76,11.76,3.53,0,2.94,1.18,0,3.53,0,1.18,0.59,0,0.59,0,0,0,0,0,0,10,9.41,0,4.12,0,0,2.94,2.35,0,0,0.59,1.18,0,0,0,0,2.94,0,2.35,0.59,0,0,0,0,0,0,0,0,0,0,0,1.76,0.59,0.59,0,0,0,0,0,0,8.24,7.65,0.59,4.12,2.94,0,0,0,2.35,0.59,5.88,2.35,0,0,0,0,0,14.71,10.59,4.12,0,0,0,0,0
"I appreciate the urgency expressed by Ms. Kathmann in this debate. Broadly speaking, I can also follow that urgency. On the other hand, the proposals she makes are, in my view, very draconian. We cannot stop all migration today. We cannot eliminate the entire Microsoft Office package at once and suddenly offer our civil servants something else tomorrow. So I understand the urgency, but I would like to hear some more reflection and more depth from Ms. Kathmann regarding the timeliness with which she intends to submit these proposals.",1,89,35.81,22.39,72.1,72.98,14.83,28.09,91.01,66.29,56.18,16.85,11.24,5.62,3.37,0,2.25,0,5.62,19.1,6.74,1.12,10.11,5.62,7.87,5.62,2.25,12.36,6.74,7.87,4.49,3.37,0,1.12,26.97,1.12,17.98,3.37,2.25,5.62,2.25,0,6.74,0,3.37,3.37,0,3.37,3.37,0,0,0,0,0,15.73,10.11,1.12,3.37,0,0,2.25,7.87,0,0,4.49,0,1.12,1.12,0,0,1.12,0,0,1.12,0,0,1.12,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,0,0,0,3.37,6.74,0,0,3.37,2.25,1.12,0,10.11,0,6.74,3.37,0,0,0,0,0,14.61,8.99,5.62,0,0,0,0,0
"Then we must also hold the debate with those coalition colleagues. I am standing here on behalf of the cabinet, of course, and I am not going to defend the plans of one specific coalition party. In a more analytical sense, I found the call to spend less and examine where the burden can be reduced to be a sensible plan. That will not surprise you. I think that is a recipe for combating inflation. Where to look for it is, of course, a separate matter. That is something we can debate with one another. We just had a debate on the revenue side. In addition, the choice of the type of expenditure you are going to reduce also affects inflation to a greater or lesser extent. That is correct. In the search for coverage, political priorities are naturally also taken into account. How do you view development cooperation, for example? That is really the debate that the parliamentary groups must hold among themselves. I try to remain neutral on that. I also sometimes use the word ""agnostic."" I try to remain agnostic on that, I say, when I am facing Mr. Grinwis. But let me make one point. Mr. Grinwis has drafted alternative budgets in the past, which often included tax increases. I think it is good when parties, from left to right, come up with proposals that are actually funded. I truly applaud that. This strengthens the debate. That is what I particularly appreciate. We must debate among ourselves how to flesh this out.",1,256,52.84,40.06,65.48,63.29,11.13,20.31,92.58,70.7,59.77,16.41,8.59,5.08,1.95,1.17,0,0.39,7.81,15.63,7.81,1.17,14.45,9.38,7.03,4.3,0.78,17.19,3.52,3.91,7.81,4.3,1.56,1.95,24.61,0,16.02,4.69,1.95,2.73,1.56,2.73,3.13,0,3.91,3.13,0.39,1.56,1.17,0,0,0,0,0,12.11,7.81,1.56,0.78,0,0,3.91,5.86,0,0,0,0.78,1.95,1.95,0,0,4.69,0.78,0,0.78,2.73,0.78,0.39,0,0,0,0,0,0,0,0,1.17,0,0.39,0,0,0,0,0,1.95,3.91,10.94,2.34,0.39,7.42,1.17,0.39,0.39,2.34,2.34,6.64,3.13,0,0,0,0,0,15.63,9.38,5.08,0.39,0,0,0.78,0
"If it is not primarily about freedom of expression but about constituting a means of coercion, a coercive measure against the government or others, then it is not a demonstration. Finally, I have the motion regarding document no. 27 by Ms. Lahlah and Ms. Bikker. I must advise against it, because the WODC is independent and the government does not intend to add research questions to the study. But apart from that, the aim of the study is also to perpetuate the right to demonstrate. The study is expected to be completed in the summer of 2025. I have one more, Chair. The motion regarding document no. 32, by Mr. El Abassi, is superfluous. For the Cabinet already protects the right to demonstrate; you can truly rely on that. The WODC study safeguards the input of various civil society organizations, including human rights organizations. Moreover, those organizations are also part of the societal dialogue that the Minister of Justice and Security and I are conducting together. Therefore, this is superfluous.",1,170,76.43,4.77,38.22,20.23,13.08,27.65,88.24,61.18,57.65,8.24,2.94,2.35,0,0.59,0,0,5.29,17.06,11.76,2.35,14.12,8.82,5.88,7.06,2.94,10,2.35,2.94,4.71,0.59,0.59,3.53,24.71,1.18,14.71,2.35,1.18,1.18,1.76,0.59,8.24,0,2.35,1.18,1.18,0,0,0,0,0,0,0,8.82,7.06,0.59,2.94,0,1.76,1.18,3.53,0,0,1.18,0.59,3.53,3.53,0,0,6.47,0,0,4.71,0,1.76,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0.59,0,0,1.18,0.59,3.53,2.35,0,1.18,1.18,0,0,0,2.35,1.18,7.06,0.59,0,0,0,0,0,16.47,9.41,6.47,0,0,0,0.59,0
"Regarding resilience, I have stated that a plan is forthcoming. This affects critical infrastructure. It addresses many of the aspects mentioned by Mr. Timmermans. It concerns the manner in which we can build up that resilience. After all, in many cases, that resilience is still insufficient. However, all of this will cost money, and that will therefore raise all sorts of new questions on that point. Regarding the hard defense side, if I may put it that way, and the hard defense industry, cooperation is absolutely essential. The Dutch industry and the Dutch defense apparatus can play an incredibly important role in both. We are particularly strong in high-end technology. There are also a few specific manufacturing industries in which we are very strong. We are working in various ways to ensure that we align in various ways with everything currently happening around the defense industry in Europe and in the Netherlands. We do not want to be outmaneuvered by a few major players or a few major countries. That is indeed essential. With regard to capabilities, I have already indicated that this discussion will take place entirely within the domain of NATO in the coming months. Mr. Chairman. I will now quickly go through a few matters related to defense, about which we have already said the necessary details. I will skip those for convenience. However, there are, of course, a few things I still need to pay attention to. Mr. Vermeer asked how we prevent the intellectual property of the defense industry from falling into the wrong hands. In the Netherlands, we have the so-called Defense and Security-Related Industry Resilience Act. This includes a security screening mechanism. This investment screening mechanism safeguards national security regarding investments, mergers, and acquisitions within the defense industry. This Act will enter into force in the course of 2026. The abbreviation for this Act is ""Vifo Act,"" I tell Mr. Vermeer. Then Mr. Dassen asked about a European intelligence service. First of all, the strategic decision-making of the European Union in the current global balance of power requires a strong intelligence position. You can rest assured that current geopolitical developments are receiving the special attention of the intelligence and security community. International cooperation between the services is of crucial importance for the protection of national and international security. The Netherlands is therefore already working on strengthening the existing EU intelligence analysis capacity, the so-called Single Intelligence Analysis Capacity (SIAC), in which this type of cooperation takes place. The Cabinet does not make public statements regarding the concrete implementation of these international multilateral cooperation frameworks, but you will undoubtedly understand that. The House is informed about this exclusively through the appropriate channels. Mr. Dassen also asked: how is the Prime Minister going to create public support? We have just had a discussion about that. I believe it is called strategic communication in official jargon, but it boils down to the fact that it is indeed important that the Cabinet, led by the Prime Minister but absolutely also supported by fellow ministers, ensures in the coming months and perhaps even years that we can properly explain to the Netherlands why the war in Ukraine is partly of direct importance to security in Europe and the Netherlands. We have already been working on this over the past few months, each in their own way. But it also concerns all the major choices we have to make together. Quite a few choices are coming our way. Incidentally, these are not merely financial in nature. Mr. Omtzigt already asked about this in the previous debate, using words to roughly this effect: how is the Prime Minister going to explain to the Netherlands that all this is necessary? I realize that very well, as do the ministers. We will and must address this in various ways. Mr. Chairman. I believe I am now finished regarding European defence. I will now move on to Gaza and the Middle East.",1,659,70.23,51.82,63.57,72.52,14.98,31.11,89.23,68.59,54.17,11.68,4.55,1.82,2.28,0.3,0,0.15,7.13,17.45,9.1,0.46,12.9,7.74,7.59,4.1,0.46,13.96,9.1,4.4,8.04,3.34,1.37,3.34,22.31,1.06,11.23,3.49,1.67,1.06,1.37,1.67,2.88,0,4.55,3.95,0.61,0,0,0,0,0,0,0,9.56,6.22,0.91,2.12,0.3,0.15,2.58,4.55,0,0,0,1.21,2.43,1.37,0.61,0.46,3.64,0.15,0.15,2.73,0.91,0,0.3,0.15,0,0.15,0,0,0,0,0,1.67,0.15,0.61,0.15,0,0,0,1.21,0.15,3.34,9.86,0.76,1.37,8.19,0,0,0.3,3.34,2.73,5.77,2.73,0.3,0,0.3,0,0,13.81,7.59,4.25,0.3,0,0,1.67,0
"I will come to that in a moment, I say to Mr Aartsen. But I will start with the question from Mr Ceder, who asked me about the urgency of simplifying social security. I actually indicated this just now: I feel that urgency and I also attach great value to that simplification. I recently informed the House about my plans in the letter regarding the income support reform agenda and also drew attention to the letter that the State Secretaries for Finance and Allowances had sent earlier. In that letter, I indicated that I essentially place three things at the center of it: adequate income support; it must offer more security than it currently does and be easier to understand; and working must pay off more. I would like to work this out further together with your House, and with social partners, municipalities, and implementing bodies. But also with your House. That simplification will really require input from your House and the input of your parliamentary groups, but also the willingness to lay a common foundation for a future-proof system. I believe that we can ultimately only achieve this with a large parliamentary majority here, with a system that stands the test of time and truly lays the foundation for a future-proof reform. And of course, I would have presented that result here today—the sooner, the better—but it will also need to be done carefully. Our ambition is to determine that course together during this cabinet term. This involves revising the benefits and tax system, but also simplifying income support. And naturally, we will do what we can do in the short term. We will already be doing the things that anticipate this and fit within that context. I just briefly mentioned the legislative proposal on proactive service provision. But we are also working on the Balanced Participation Act, which my colleague will address shortly, and we are already solving problems such as the gross-net issue. In this way, we are also working step-by-step towards a number of reforms. Mr. Flach asks when the House will hear more about the simplified child benefit scheme with a single administrator. I informed you about the planning for this in mid-November. We aim for a letter containing several variants in the spring, and as far as I am concerned, that is also the starting point for entering into a dialogue with you on this matter. Further elaboration can then follow in the autumn, with a final letter containing a proposal in the spring of 2026. Ms. Patijn suggested that the mini-system is being introduced in my letter. I have just briefly responded to that. I think that is a misunderstanding, however, because the letter itself explicitly states: we are maintaining good insurance against loss of income due to unemployment, illness, or disability, with social assistance as a safety net. The ambition is truly to make that system simpler, more understandable, and more predictable. So, fewer regulations, less uncertainty, where people can assume that they receive what they are entitled to. Then there is Mr. Aartsen. He asked about the third objective of the reform agenda, namely that working more must pay off. In doing so, he also mentioned the aspect of the marginal tax rate. That is correct; the reform agenda indeed has that as an explicit objective. A lower marginal tax rate gives concrete substance to this, certainly when it comes to taxes and allowances. Thus, the agenda has three goals: that work must pay off, that it offers more security, and that it is easier and simpler to understand, taking the existing income distribution and budgetary frameworks as a starting point. Incidentally, I also explicitly indicated this in the letter. Under the principle of a secure and predictable income, it is explicitly stated: where possible, the system operates with fewer income-dependent schemes or with income-dependent schemes with a less steep phase-out. It is therefore also included as an explicit point of attention in the letter, albeit perhaps not under the name ""marginal tax rate."" After all, people must have enough left over from every euro earned. The uncertainty regarding the consequences for benefits when moving towards more work must be reduced. The marginal tax rate applies less to social security than to the tax system. That is also a large part of that agenda. That is why I speak more broadly about ""more work must pay off"" instead of limiting it to the marginal tax rate.",1,747,57.92,47.2,35.44,48.82,18.67,23.29,88.76,68.41,57.16,13.25,5.89,3.08,1.34,0.8,0.27,0.27,7.36,18.61,9.1,0.67,13.25,7.1,7.63,8.17,0.13,12.85,6.56,4.95,5.09,1.87,2.41,0.8,20.35,0.27,11.51,2.54,0.8,2.28,1.87,1.61,2.14,0,2.54,2.14,0.27,0.67,0.4,0,0,0,0,0,8.3,4.02,0.67,0.94,0,0,1.87,4.42,0,0,0.13,0.8,1.2,1.2,0,0,7.9,0,0.67,4.28,4.02,0,0.27,0.13,0.13,0,0,0,0,0,0,1.2,0,0.4,0.13,0.27,0,1.74,1.2,0,3.35,6.96,0.67,0.8,5.62,0.13,0.13,0.13,4.42,2.41,4.55,2.54,0,0,0,0,0,14.06,5.76,5.35,0,0,0,2.95,0
"This brings me to the motion regarding document no. 268, which proposes splitting the Vbar bill concerning the clarification of the assessment of employment relationships and the legal presumption. I would advise against this. The proposal is currently before the Council of State. We will come back to it shortly. I would explicitly like to retain the scope to assess what is sensible at that time, but I would like to add at the same time that I have naturally listened carefully to what this House has contributed during the debate. I will, of course, weigh that up when we start working on the bill.",1,105,79.45,10.48,75.4,65.27,15,20.95,89.52,70.48,60.95,17.14,7.62,5.71,1.9,0,0,0,9.52,17.14,10.48,0.95,18.1,8.57,3.81,3.81,0.95,14.29,2.86,2.86,4.76,2.86,0.95,0.95,23.81,0.95,12.38,1.9,0,3.81,0,1.9,4.76,0,2.86,2.86,0,1.9,1.9,0,0,0,0,0,11.43,7.62,1.9,0.95,0,0,2.86,2.86,0,0,0,0,0,0,0,0,3.81,0,0.95,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,5.71,0,2.86,2.86,0,0.95,0,7.62,0.95,4.76,3.81,0,0,0,0,0,10.48,6.67,3.81,0,0,0,0,0
"Chair, support for this request for a debate. I would like to suggest scheduling it for the last week before the May recess. That would give the Cabinet sufficient time. I would also like the Chair of the Ministerial Committee to attend the debate. That is Prime Minister Schoof.",1,49,92.07,19.33,1.55,96.32,9.8,18.37,89.8,65.31,55.1,12.24,4.08,4.08,0,0,0,0,8.16,20.41,14.29,0,16.33,10.2,2.04,4.08,0,16.33,2.04,2.04,6.12,0,0,4.08,24.49,0,10.2,0,0,8.16,2.04,0,0,0,6.12,6.12,0,4.08,4.08,0,0,0,0,0,12.24,12.24,2.04,2.04,0,0,6.12,0,0,0,0,0,4.08,4.08,0,0,4.08,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,6.12,0,0,0,0,0,0,0,10.2,0,4.08,2.04,0,0,0,0,0,12.24,10.2,2.04,0,0,0,0,0
"This is one of the budget cuts I have to implement. It is not clear whether the regulation is effective for that purpose. At present, particularly within public schools, there are other ways to educate students about religious movements and directions in a broad sense, for example through citizenship education. To implement the change, a legislative amendment is ultimately required. Mr. Ceder is absolutely right about that.",1,67,78.91,17.72,69.28,42.34,13.4,34.33,88.06,64.18,55.22,7.46,1.49,1.49,0,0,0,0,5.97,14.93,7.46,1.49,17.91,10.45,8.96,2.99,1.49,10.45,10.45,1.49,2.99,0,1.49,1.49,19.4,0,10.45,1.49,2.99,0,0,1.49,4.48,0,1.49,1.49,0,0,0,0,0,0,0,0,4.48,2.99,0,1.49,0,0,0,2.99,0,0,0,1.49,2.99,2.99,0,0,7.46,0,0,4.48,1.49,1.49,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0,0,0,0,0,2.99,8.96,0,0,7.46,0,0,1.49,5.97,0,11.94,2.99,1.49,0,1.49,0,0,14.93,8.96,5.97,0,0,0,0,0
